run,process,part,argument,duration
69,search,embed,What does the C stand for in ACID?,0.006621122360229492
69,search,query,What does the C stand for in ACID?,0.011516809463500977
69,search,embed,What type of database is Neo4j?,0.008532524108886719
69,search,query,What type of database is Neo4j?,0.010002851486206055
69,search,embed,Who created MongoDB?,0.009007692337036133
69,search,query,Who created MongoDB?,0.010999679565429688
69,search,embed,Which is faster for random access: a linked list or an array?,0.007142066955566406
69,search,query,Which is faster for random access: a linked list or an array?,0.011512279510498047
70,index,embed,02 - Foundations,0.7765233516693115
70,index,store,02 - Foundations,0.019530057907104492
70,index,embed,03 - Moving Beyond the Relational Model,1.085374116897583
70,index,store,03 - Moving Beyond the Relational Model,0.03215837478637695
70,index,embed,04 - Data Replication,1.0347273349761963
70,index,store,04 - Data Replication,0.03369855880737305
70,index,embed,05 - NoSQL Intro + KV DBs,1.7698323726654053
70,index,store,05 - NoSQL Intro + KV DBs,0.05073809623718262
70,index,embed,06 - Redis + Python,0.6415338516235352
70,index,store,06 - Redis + Python,0.018990039825439453
70,index,embed,07 - Document DBs and Mongo,1.400878667831421
70,index,store,07 - Document DBs and Mongo,0.04895663261413574
70,index,embed,08 - PyMongo,0.30083394050598145
70,index,store,08 - PyMongo,0.011984825134277344
70,index,embed,09 - Introduction to Graph Data Model,0.7865746021270752
70,index,store,09 - Introduction to Graph Data Model,0.027982711791992188
70,index,embed,10 - Neo4j,1.0401713848114014
70,index,store,10 - Neo4j,0.032796382904052734
70,index,embed,11 - AWS Intro,0.8101992607116699
70,index,store,11 - AWS Intro,0.02646493911743164
70,index,embed,12 - EC2 & Lambda,0.9565854072570801
70,index,store,12 - EC2 & Lambda,0.03504753112792969
70,index,embed,B- Trees Notes,0.35743045806884766
70,index,store,B- Trees Notes,0.005002260208129883
70,index,embed,DS4300 Notes E1,0.7358448505401611
70,index,store,DS4300 Notes E1,0.010999202728271484
70,search,embed,What is the capital of France?,0.03500056266784668
70,search,query,What is the capital of France?,0.0020012855529785156
70,search,embed,What does the C stand for in ACID?,0.040074825286865234
70,search,query,What does the C stand for in ACID?,0.0019998550415039062
70,search,embed,What type of database is Neo4j?,0.03156161308288574
70,search,query,What type of database is Neo4j?,0.001983642578125
70,search,embed,Who created MongoDB?,0.03552842140197754
70,search,query,Who created MongoDB?,0.0019998550415039062
70,search,embed,Which is faster for random access: a linked list or an array?,0.03931140899658203
70,search,query,Which is faster for random access: a linked list or an array?,0.0019998550415039062
71,index,embed,02 - Foundations,0.671363353729248
71,index,store,02 - Foundations,0.9613730907440186
71,index,embed,03 - Moving Beyond the Relational Model,1.2055144309997559
71,index,store,03 - Moving Beyond the Relational Model,1.743572473526001
71,index,embed,04 - Data Replication,1.0985825061798096
71,index,store,04 - Data Replication,1.8998517990112305
71,index,embed,05 - NoSQL Intro + KV DBs,1.6750476360321045
71,index,store,05 - NoSQL Intro + KV DBs,2.812821865081787
71,index,embed,06 - Redis + Python,0.7285444736480713
71,index,store,06 - Redis + Python,1.146193265914917
71,index,embed,07 - Document DBs and Mongo,1.5229787826538086
71,index,store,07 - Document DBs and Mongo,2.728623628616333
71,index,embed,08 - PyMongo,0.30591654777526855
71,index,store,08 - PyMongo,0.5511808395385742
71,index,embed,09 - Introduction to Graph Data Model,0.8299593925476074
71,index,store,09 - Introduction to Graph Data Model,1.6518747806549072
71,index,embed,10 - Neo4j,1.0518653392791748
71,index,store,10 - Neo4j,1.6990129947662354
71,index,embed,11 - AWS Intro,0.8684797286987305
71,index,store,11 - AWS Intro,1.2425117492675781
71,index,embed,12 - EC2 & Lambda,1.0093042850494385
71,index,store,12 - EC2 & Lambda,2.0606985092163086
71,index,embed,B- Trees Notes,0.3630337715148926
71,index,store,B- Trees Notes,0.23964810371398926
71,index,embed,DS4300 Notes E1,0.7901091575622559
71,index,store,DS4300 Notes E1,0.49504518508911133
71,search,embed,What is the capital of France?,0.0330204963684082
71,search,query,What is the capital of France?,0.05108237266540527
71,search,embed,What does the C stand for in ACID?,0.037531137466430664
71,search,query,What does the C stand for in ACID?,0.05100655555725098
71,search,embed,What type of database is Neo4j?,0.037567853927612305
71,search,query,What type of database is Neo4j?,0.0489962100982666
71,search,embed,Who created MongoDB?,0.03253436088562012
71,search,query,Who created MongoDB?,0.04751420021057129
71,search,embed,Which is faster for random access: a linked list or an array?,0.034180402755737305
71,search,query,Which is faster for random access: a linked list or an array?,0.04700016975402832
72,index,embed,02 - Foundations,0.6785531044006348
72,index,store,02 - Foundations,0.07420992851257324
72,index,embed,03 - Moving Beyond the Relational Model,1.098766803741455
72,index,store,03 - Moving Beyond the Relational Model,0.11174702644348145
72,index,embed,04 - Data Replication,1.0714471340179443
72,index,store,04 - Data Replication,0.11974787712097168
72,index,embed,05 - NoSQL Intro + KV DBs,1.6955575942993164
72,index,store,05 - NoSQL Intro + KV DBs,0.17327451705932617
72,index,embed,06 - Redis + Python,0.7044022083282471
72,index,store,06 - Redis + Python,0.06822705268859863
72,index,embed,07 - Document DBs and Mongo,1.4944300651550293
72,index,store,07 - Document DBs and Mongo,0.16951489448547363
72,index,embed,08 - PyMongo,0.32314181327819824
72,index,store,08 - PyMongo,0.03256535530090332
72,index,embed,09 - Introduction to Graph Data Model,0.861363410949707
72,index,store,09 - Introduction to Graph Data Model,0.10645198822021484
72,index,embed,10 - Neo4j,1.0464255809783936
72,index,store,10 - Neo4j,0.11000943183898926
72,index,embed,11 - AWS Intro,0.855222225189209
72,index,store,11 - AWS Intro,0.08392143249511719
72,index,embed,12 - EC2 & Lambda,0.9845273494720459
72,index,store,12 - EC2 & Lambda,0.11773896217346191
72,index,embed,B- Trees Notes,0.33507323265075684
72,index,store,B- Trees Notes,0.014998197555541992
72,index,embed,DS4300 Notes E1,0.649782657623291
72,index,store,DS4300 Notes E1,0.024997711181640625
72,search,embed,What is the capital of France?,0.03000044822692871
72,search,query,What is the capital of France?,1.2427160739898682
72,search,embed,What does the C stand for in ACID?,0.032093048095703125
72,search,query,What does the C stand for in ACID?,0.01200246810913086
72,search,embed,What type of database is Neo4j?,0.034531354904174805
72,search,query,What type of database is Neo4j?,0.011011362075805664
72,search,embed,Who created MongoDB?,0.033536672592163086
72,search,query,Who created MongoDB?,0.010004520416259766
72,search,embed,Which is faster for random access: a linked list or an array?,0.03352928161621094
72,search,query,Which is faster for random access: a linked list or an array?,0.011006355285644531
73,index,embed,02 - Foundations,0.25130200386047363
73,index,store,02 - Foundations,0.011377573013305664
73,index,embed,03 - Moving Beyond the Relational Model,0.4686102867126465
73,index,store,03 - Moving Beyond the Relational Model,0.014003515243530273
73,index,embed,04 - Data Replication,0.4788510799407959
73,index,store,04 - Data Replication,0.020641565322875977
73,index,embed,05 - NoSQL Intro + KV DBs,0.6016862392425537
73,index,store,05 - NoSQL Intro + KV DBs,0.021376609802246094
73,index,embed,06 - Redis + Python,0.20965337753295898
73,index,store,06 - Redis + Python,0.012056827545166016
73,index,embed,07 - Document DBs and Mongo,0.5982968807220459
73,index,store,07 - Document DBs and Mongo,0.021975994110107422
73,index,embed,08 - PyMongo,0.10662674903869629
73,index,store,08 - PyMongo,0.004113197326660156
73,index,embed,09 - Introduction to Graph Data Model,0.34115076065063477
73,index,store,09 - Introduction to Graph Data Model,0.013538360595703125
73,index,embed,10 - Neo4j,0.34196972846984863
73,index,store,10 - Neo4j,0.01406240463256836
73,index,embed,11 - AWS Intro,0.3296988010406494
73,index,store,11 - AWS Intro,0.013416767120361328
73,index,embed,12 - EC2 & Lambda,0.43300294876098633
73,index,store,12 - EC2 & Lambda,0.01937556266784668
73,index,embed,B- Trees Notes,0.0703122615814209
73,index,store,B- Trees Notes,0.00152587890625
73,index,embed,DS4300 Notes E1,0.11471796035766602
73,index,store,DS4300 Notes E1,0.005650520324707031
73,search,embed,What is the capital of France?,0.012868881225585938
73,search,query,What is the capital of France?,0.0015773773193359375
73,search,embed,What does the C stand for in ACID?,0.014763116836547852
73,search,query,What does the C stand for in ACID?,0.0025310516357421875
73,search,embed,What type of database is Neo4j?,0.011649847030639648
73,search,query,What type of database is Neo4j?,0.001522064208984375
73,search,embed,Who created MongoDB?,0.023787975311279297
73,search,query,Who created MongoDB?,0.0005304813385009766
73,search,embed,Which is faster for random access: a linked list or an array?,0.011870861053466797
73,search,query,Which is faster for random access: a linked list or an array?,0.0015320777893066406
74,index,embed,02 - Foundations,0.26749491691589355
74,index,store,02 - Foundations,1.0854260921478271
74,index,embed,03 - Moving Beyond the Relational Model,0.4842703342437744
74,index,store,03 - Moving Beyond the Relational Model,1.6550610065460205
74,index,embed,04 - Data Replication,0.7091851234436035
74,index,store,04 - Data Replication,1.8993756771087646
74,index,embed,05 - NoSQL Intro + KV DBs,1.6523864269256592
74,index,store,05 - NoSQL Intro + KV DBs,2.8050496578216553
74,index,embed,06 - Redis + Python,0.6777660846710205
74,index,store,06 - Redis + Python,1.0255742073059082
74,index,embed,07 - Document DBs and Mongo,1.470388412475586
74,index,store,07 - Document DBs and Mongo,2.6355929374694824
74,index,embed,08 - PyMongo,0.31762266159057617
74,index,store,08 - PyMongo,0.4430253505706787
74,index,embed,09 - Introduction to Graph Data Model,0.8925442695617676
74,index,store,09 - Introduction to Graph Data Model,1.7139308452606201
74,index,embed,10 - Neo4j,0.9793927669525146
74,index,store,10 - Neo4j,1.6247670650482178
74,index,embed,11 - AWS Intro,0.7704448699951172
74,index,store,11 - AWS Intro,1.305267572402954
74,index,embed,12 - EC2 & Lambda,1.0050032138824463
74,index,store,12 - EC2 & Lambda,1.9250686168670654
74,index,embed,B- Trees Notes,0.20283746719360352
74,index,store,B- Trees Notes,0.22498011589050293
74,index,embed,DS4300 Notes E1,0.23097968101501465
74,index,store,DS4300 Notes E1,0.4789612293243408
74,search,embed,What is the capital of France?,0.024137496948242188
74,search,query,What is the capital of France?,0.04966235160827637
74,search,embed,What does the C stand for in ACID?,0.015903949737548828
74,search,query,What does the C stand for in ACID?,0.04540657997131348
74,search,embed,What type of database is Neo4j?,0.016002178192138672
74,search,query,What type of database is Neo4j?,0.04991865158081055
74,search,embed,Who created MongoDB?,0.011327266693115234
74,search,query,Who created MongoDB?,0.048795223236083984
74,search,embed,Which is faster for random access: a linked list or an array?,0.024379730224609375
74,search,query,Which is faster for random access: a linked list or an array?,0.04692530632019043
75,index,embed,02 - Foundations,0.2096259593963623
75,index,store,02 - Foundations,0.05235648155212402
75,index,embed,03 - Moving Beyond the Relational Model,0.39214587211608887
75,index,store,03 - Moving Beyond the Relational Model,0.0753321647644043
75,index,embed,04 - Data Replication,0.4597287178039551
75,index,store,04 - Data Replication,0.08922338485717773
75,index,embed,05 - NoSQL Intro + KV DBs,0.6219325065612793
75,index,store,05 - NoSQL Intro + KV DBs,0.12449073791503906
75,index,embed,06 - Redis + Python,0.28548264503479004
75,index,store,06 - Redis + Python,0.04744887351989746
75,index,embed,07 - Document DBs and Mongo,0.5533039569854736
75,index,store,07 - Document DBs and Mongo,0.12865948677062988
75,index,embed,08 - PyMongo,0.14111828804016113
75,index,store,08 - PyMongo,0.024217844009399414
75,index,embed,09 - Introduction to Graph Data Model,0.3933439254760742
75,index,store,09 - Introduction to Graph Data Model,0.07329726219177246
75,index,embed,10 - Neo4j,0.4085807800292969
75,index,store,10 - Neo4j,0.07670950889587402
75,index,embed,11 - AWS Intro,0.3166494369506836
75,index,store,11 - AWS Intro,0.06979608535766602
75,index,embed,12 - EC2 & Lambda,0.4349243640899658
75,index,store,12 - EC2 & Lambda,0.09372305870056152
75,index,embed,B- Trees Notes,0.05409669876098633
75,index,store,B- Trees Notes,0.012553930282592773
75,index,embed,DS4300 Notes E1,0.11337733268737793
75,index,store,DS4300 Notes E1,0.023154020309448242
75,search,embed,What is the capital of France?,0.011926889419555664
75,search,query,What is the capital of France?,1.235234260559082
75,search,embed,What does the C stand for in ACID?,0.011569499969482422
75,search,query,What does the C stand for in ACID?,0.010545730590820312
75,search,embed,What type of database is Neo4j?,0.011404752731323242
75,search,query,What type of database is Neo4j?,0.009531021118164062
75,search,embed,Who created MongoDB?,0.02362513542175293
75,search,query,Who created MongoDB?,0.009529352188110352
75,search,embed,Which is faster for random access: a linked list or an array?,0.02443408966064453
75,search,query,Which is faster for random access: a linked list or an array?,0.010531425476074219
76,index,embed,02 - Foundations,0.1767275333404541
76,index,store,02 - Foundations,0.015028715133666992
76,index,embed,03 - Moving Beyond the Relational Model,0.24944448471069336
76,index,store,03 - Moving Beyond the Relational Model,0.026042461395263672
76,index,embed,04 - Data Replication,0.23607945442199707
76,index,store,04 - Data Replication,0.03299403190612793
76,index,embed,05 - NoSQL Intro + KV DBs,0.3979175090789795
76,index,store,05 - NoSQL Intro + KV DBs,0.04099249839782715
76,index,embed,06 - Redis + Python,0.14605331420898438
76,index,store,06 - Redis + Python,0.017990589141845703
76,index,embed,07 - Document DBs and Mongo,0.32907629013061523
76,index,store,07 - Document DBs and Mongo,0.040907859802246094
76,index,embed,08 - PyMongo,0.06599855422973633
76,index,store,08 - PyMongo,0.007004261016845703
76,index,embed,09 - Introduction to Graph Data Model,0.17013311386108398
76,index,store,09 - Introduction to Graph Data Model,0.02449488639831543
76,index,embed,10 - Neo4j,0.21672439575195312
76,index,store,10 - Neo4j,0.024498462677001953
76,index,embed,11 - AWS Intro,0.17427802085876465
76,index,store,11 - AWS Intro,0.020618438720703125
76,index,embed,12 - EC2 & Lambda,0.2409653663635254
76,index,store,12 - EC2 & Lambda,0.031171321868896484
76,index,embed,B- Trees Notes,0.05935406684875488
76,index,store,B- Trees Notes,0.003007173538208008
76,index,embed,DS4300 Notes E1,0.12516331672668457
76,index,store,DS4300 Notes E1,0.009553670883178711
76,search,embed,What is the capital of France?,0.009002685546875
76,search,query,What is the capital of France?,0.0010006427764892578
76,search,embed,What does the C stand for in ACID?,0.007071256637573242
76,search,query,What does the C stand for in ACID?,0.0019931793212890625
76,search,embed,What type of database is Neo4j?,0.007544279098510742
76,search,query,What type of database is Neo4j?,0.0009965896606445312
76,search,embed,Who created MongoDB?,0.008091211318969727
76,search,query,Who created MongoDB?,0.0009965896606445312
76,search,embed,Which is faster for random access: a linked list or an array?,0.009054422378540039
76,search,query,Which is faster for random access: a linked list or an array?,0.0009989738464355469
77,index,embed,02 - Foundations,0.15466785430908203
77,index,store,02 - Foundations,1.0379021167755127
77,index,embed,03 - Moving Beyond the Relational Model,0.25061464309692383
77,index,store,03 - Moving Beyond the Relational Model,1.6465106010437012
77,index,embed,04 - Data Replication,0.24534344673156738
77,index,store,04 - Data Replication,1.8207716941833496
77,index,embed,05 - NoSQL Intro + KV DBs,0.40029382705688477
77,index,store,05 - NoSQL Intro + KV DBs,2.8551273345947266
77,index,embed,06 - Redis + Python,0.16573071479797363
77,index,store,06 - Redis + Python,1.1500883102416992
77,index,embed,07 - Document DBs and Mongo,0.3318047523498535
77,index,store,07 - Document DBs and Mongo,2.7674059867858887
77,index,embed,08 - PyMongo,0.0782613754272461
77,index,store,08 - PyMongo,0.5561444759368896
77,index,embed,09 - Introduction to Graph Data Model,0.1964106559753418
77,index,store,09 - Introduction to Graph Data Model,1.6795454025268555
77,index,embed,10 - Neo4j,0.23684048652648926
77,index,store,10 - Neo4j,1.7853984832763672
77,index,embed,11 - AWS Intro,0.19017791748046875
77,index,store,11 - AWS Intro,1.4820201396942139
77,index,embed,12 - EC2 & Lambda,0.23841524124145508
77,index,store,12 - EC2 & Lambda,2.040052652359009
77,index,embed,B- Trees Notes,0.06352782249450684
77,index,store,B- Trees Notes,0.18561816215515137
77,index,embed,DS4300 Notes E1,0.13327550888061523
77,index,store,DS4300 Notes E1,0.48832130432128906
77,search,embed,What is the capital of France?,0.00900125503540039
77,search,query,What is the capital of France?,0.05252337455749512
77,search,embed,What does the C stand for in ACID?,0.007531881332397461
77,search,query,What does the C stand for in ACID?,0.04600167274475098
77,search,embed,What type of database is Neo4j?,0.007534503936767578
77,search,query,What type of database is Neo4j?,0.04901242256164551
77,search,embed,Who created MongoDB?,0.007532596588134766
77,search,query,Who created MongoDB?,0.043999671936035156
77,search,embed,Which is faster for random access: a linked list or an array?,0.007529497146606445
77,search,query,Which is faster for random access: a linked list or an array?,0.052575111389160156
78,index,embed,02 - Foundations,0.13808250427246094
78,index,store,02 - Foundations,0.084991455078125
78,index,embed,03 - Moving Beyond the Relational Model,0.23555684089660645
78,index,store,03 - Moving Beyond the Relational Model,0.10500073432922363
78,index,embed,04 - Data Replication,0.22594952583312988
78,index,store,04 - Data Replication,0.11994338035583496
78,index,embed,05 - NoSQL Intro + KV DBs,0.37767481803894043
78,index,store,05 - NoSQL Intro + KV DBs,0.17562508583068848
78,index,embed,06 - Redis + Python,0.15512657165527344
78,index,store,06 - Redis + Python,0.06806421279907227
78,index,embed,07 - Document DBs and Mongo,0.3203773498535156
78,index,store,07 - Document DBs and Mongo,0.1669924259185791
78,index,embed,08 - PyMongo,0.0730125904083252
78,index,store,08 - PyMongo,0.03451275825500488
78,index,embed,09 - Introduction to Graph Data Model,0.22809529304504395
78,index,store,09 - Introduction to Graph Data Model,0.11268925666809082
78,index,embed,10 - Neo4j,0.22702431678771973
78,index,store,10 - Neo4j,0.10351967811584473
78,index,embed,11 - AWS Intro,0.17710614204406738
78,index,store,11 - AWS Intro,0.08850669860839844
78,index,embed,12 - EC2 & Lambda,0.22160696983337402
78,index,store,12 - EC2 & Lambda,0.12221503257751465
78,index,embed,B- Trees Notes,0.06100749969482422
78,index,store,B- Trees Notes,0.015003681182861328
78,index,embed,DS4300 Notes E1,0.12508273124694824
78,index,store,DS4300 Notes E1,0.02750539779663086
78,search,embed,What is the capital of France?,0.009001493453979492
78,search,query,What is the capital of France?,1.0416886806488037
78,search,embed,What does the C stand for in ACID?,0.007529735565185547
78,search,query,What does the C stand for in ACID?,0.010999917984008789
78,search,embed,What type of database is Neo4j?,0.0075266361236572266
78,search,query,What type of database is Neo4j?,0.01100015640258789
78,search,embed,Who created MongoDB?,0.008530139923095703
78,search,query,Who created MongoDB?,0.011003494262695312
78,search,embed,Which is faster for random access: a linked list or an array?,0.007049083709716797
78,search,query,Which is faster for random access: a linked list or an array?,0.011995792388916016
79,index,embed,02 - Foundations,0.7136940956115723
79,index,store,02 - Foundations,0.017623424530029297
79,index,embed,03 - Moving Beyond the Relational Model,1.127242088317871
79,index,store,03 - Moving Beyond the Relational Model,0.026985645294189453
79,index,embed,04 - Data Replication,1.0798637866973877
79,index,store,04 - Data Replication,0.0317072868347168
79,index,embed,05 - NoSQL Intro + KV DBs,1.8316690921783447
79,index,store,05 - NoSQL Intro + KV DBs,0.05216503143310547
79,index,embed,06 - Redis + Python,0.745964765548706
79,index,store,06 - Redis + Python,0.021982908248901367
79,index,embed,07 - Document DBs and Mongo,1.4938898086547852
79,index,store,07 - Document DBs and Mongo,0.0419611930847168
79,index,embed,08 - PyMongo,0.32714271545410156
79,index,store,08 - PyMongo,0.008997201919555664
79,index,embed,09 - Introduction to Graph Data Model,0.8119931221008301
79,index,store,09 - Introduction to Graph Data Model,0.026964902877807617
79,index,embed,10 - Neo4j,1.1344456672668457
79,index,store,10 - Neo4j,0.03175210952758789
79,index,embed,11 - AWS Intro,0.8765404224395752
79,index,store,11 - AWS Intro,0.02399420738220215
79,index,embed,12 - EC2 & Lambda,1.023024082183838
79,index,store,12 - EC2 & Lambda,0.03613018989562988
79,index,embed,B- Trees Notes,0.34633302688598633
79,index,store,B- Trees Notes,0.0036232471466064453
79,index,embed,DS4300 Notes E1,0.738764762878418
79,index,store,DS4300 Notes E1,0.009096384048461914
79,search,embed,What is the capital of France?,0.030510425567626953
79,search,query,What is the capital of France?,0.0019979476928710938
79,search,embed,What does the C stand for in ACID?,0.031569480895996094
79,search,query,What does the C stand for in ACID?,0.0019915103912353516
79,search,embed,What type of database is Neo4j?,0.030563831329345703
79,search,query,What type of database is Neo4j?,0.0019998550415039062
79,search,embed,Who created MongoDB?,0.03354835510253906
79,search,query,Who created MongoDB?,0.0009968280792236328
79,search,embed,Which is faster for random access: a linked list or an array?,0.031569719314575195
79,search,query,Which is faster for random access: a linked list or an array?,0.0015103816986083984
80,index,embed,02 - Foundations,0.7736613750457764
80,index,store,02 - Foundations,1.0902106761932373
80,index,embed,03 - Moving Beyond the Relational Model,1.2041471004486084
80,index,store,03 - Moving Beyond the Relational Model,1.80256986618042
80,index,embed,04 - Data Replication,1.2148551940917969
80,index,store,04 - Data Replication,1.884838342666626
80,index,embed,05 - NoSQL Intro + KV DBs,1.8664705753326416
80,index,store,05 - NoSQL Intro + KV DBs,2.8588075637817383
80,index,embed,06 - Redis + Python,0.7898263931274414
80,index,store,06 - Redis + Python,1.0506727695465088
80,index,embed,07 - Document DBs and Mongo,1.5655326843261719
80,index,store,07 - Document DBs and Mongo,2.513681173324585
80,index,embed,08 - PyMongo,0.34070539474487305
80,index,store,08 - PyMongo,0.5060327053070068
80,index,embed,09 - Introduction to Graph Data Model,0.8750555515289307
80,index,store,09 - Introduction to Graph Data Model,1.7298741340637207
80,index,embed,10 - Neo4j,1.1218433380126953
80,index,store,10 - Neo4j,1.766211748123169
80,index,embed,11 - AWS Intro,0.8835029602050781
80,index,store,11 - AWS Intro,1.4444847106933594
80,index,embed,12 - EC2 & Lambda,1.0672614574432373
80,index,store,12 - EC2 & Lambda,1.9824793338775635
80,index,embed,B- Trees Notes,0.35840892791748047
80,index,store,B- Trees Notes,0.2450578212738037
80,index,embed,DS4300 Notes E1,0.7436845302581787
80,index,store,DS4300 Notes E1,0.5058920383453369
80,search,embed,What is the capital of France?,0.037003278732299805
80,search,query,What is the capital of France?,0.06851625442504883
80,search,embed,What does the C stand for in ACID?,0.03352952003479004
80,search,query,What does the C stand for in ACID?,0.04500079154968262
80,search,embed,What type of database is Neo4j?,0.03605031967163086
80,search,query,What type of database is Neo4j?,0.05099987983703613
80,search,embed,Who created MongoDB?,0.02953338623046875
80,search,query,Who created MongoDB?,0.04410600662231445
80,search,embed,Which is faster for random access: a linked list or an array?,0.03905153274536133
80,search,query,Which is faster for random access: a linked list or an array?,0.04600167274475098
81,index,embed,02 - Foundations,0.7284996509552002
81,index,store,02 - Foundations,0.07401561737060547
81,index,embed,03 - Moving Beyond the Relational Model,1.086965560913086
81,index,store,03 - Moving Beyond the Relational Model,0.1031949520111084
81,index,embed,04 - Data Replication,1.1410229206085205
81,index,store,04 - Data Replication,0.12305045127868652
81,index,embed,05 - NoSQL Intro + KV DBs,1.7837824821472168
81,index,store,05 - NoSQL Intro + KV DBs,0.17446112632751465
81,index,embed,06 - Redis + Python,0.7672755718231201
81,index,store,06 - Redis + Python,0.07073807716369629
81,index,embed,07 - Document DBs and Mongo,1.5420186519622803
81,index,store,07 - Document DBs and Mongo,0.16090631484985352
81,index,embed,08 - PyMongo,0.3246884346008301
81,index,store,08 - PyMongo,0.03406929969787598
81,index,embed,09 - Introduction to Graph Data Model,0.8493828773498535
81,index,store,09 - Introduction to Graph Data Model,0.09976720809936523
81,index,embed,10 - Neo4j,1.0970995426177979
81,index,store,10 - Neo4j,0.10199642181396484
81,index,embed,11 - AWS Intro,0.8548519611358643
81,index,store,11 - AWS Intro,0.08250713348388672
81,index,embed,12 - EC2 & Lambda,1.0346665382385254
81,index,store,12 - EC2 & Lambda,0.12216711044311523
81,index,embed,B- Trees Notes,0.3121170997619629
81,index,store,B- Trees Notes,0.014996767044067383
81,index,embed,DS4300 Notes E1,0.7358884811401367
81,index,store,DS4300 Notes E1,0.027518033981323242
81,search,embed,What is the capital of France?,0.032517433166503906
81,search,query,What is the capital of France?,1.0330162048339844
81,search,embed,What does the C stand for in ACID?,0.03652143478393555
81,search,query,What does the C stand for in ACID?,0.012001752853393555
81,search,embed,What type of database is Neo4j?,0.03887462615966797
81,search,query,What type of database is Neo4j?,0.012844085693359375
81,search,embed,Who created MongoDB?,0.03360867500305176
81,search,query,Who created MongoDB?,0.010000228881835938
81,search,embed,Which is faster for random access: a linked list or an array?,0.04004549980163574
81,search,query,Which is faster for random access: a linked list or an array?,0.011004209518432617
82,index,embed,02 - Foundations,0.20325207710266113
82,index,store,02 - Foundations,0.007783651351928711
82,index,embed,03 - Moving Beyond the Relational Model,0.3368721008300781
82,index,store,03 - Moving Beyond the Relational Model,0.01267385482788086
82,index,embed,04 - Data Replication,0.36425280570983887
82,index,store,04 - Data Replication,0.019495248794555664
82,index,embed,05 - NoSQL Intro + KV DBs,0.5741889476776123
82,index,store,05 - NoSQL Intro + KV DBs,0.02285170555114746
82,index,embed,06 - Redis + Python,0.29685068130493164
82,index,store,06 - Redis + Python,0.00986027717590332
82,index,embed,07 - Document DBs and Mongo,0.619243860244751
82,index,store,07 - Document DBs and Mongo,0.02084064483642578
82,index,embed,08 - PyMongo,0.10765528678894043
82,index,store,08 - PyMongo,0.0041370391845703125
82,index,embed,09 - Introduction to Graph Data Model,0.37253355979919434
82,index,store,09 - Introduction to Graph Data Model,0.013104438781738281
82,index,embed,10 - Neo4j,0.34401392936706543
82,index,store,10 - Neo4j,0.017119169235229492
82,index,embed,11 - AWS Intro,0.27448248863220215
82,index,store,11 - AWS Intro,0.014009475708007812
82,index,embed,12 - EC2 & Lambda,0.5161318778991699
82,index,store,12 - EC2 & Lambda,0.015003442764282227
82,index,embed,B- Trees Notes,0.06865739822387695
82,index,store,B- Trees Notes,0.0036034584045410156
82,index,embed,DS4300 Notes E1,0.13961315155029297
82,index,store,DS4300 Notes E1,0.0066471099853515625
82,search,embed,What is the capital of France?,0.023640871047973633
82,search,query,What is the capital of France?,0.0010063648223876953
82,search,embed,What does the C stand for in ACID?,0.012111902236938477
82,search,query,What does the C stand for in ACID?,0.0015311241149902344
82,search,embed,What type of database is Neo4j?,0.011683940887451172
82,search,query,What type of database is Neo4j?,0.001528024673461914
82,search,embed,Who created MongoDB?,0.016228914260864258
82,search,query,Who created MongoDB?,0.0010066032409667969
82,search,embed,Which is faster for random access: a linked list or an array?,0.024492263793945312
82,search,query,Which is faster for random access: a linked list or an array?,0.0015311241149902344
83,index,embed,02 - Foundations,0.2607452869415283
83,index,store,02 - Foundations,1.0727171897888184
83,index,embed,03 - Moving Beyond the Relational Model,0.47226953506469727
83,index,store,03 - Moving Beyond the Relational Model,1.8090269565582275
83,index,embed,04 - Data Replication,0.7324893474578857
83,index,store,04 - Data Replication,1.9060819149017334
83,index,embed,05 - NoSQL Intro + KV DBs,1.6992261409759521
83,index,store,05 - NoSQL Intro + KV DBs,2.837921619415283
83,index,embed,06 - Redis + Python,0.696244478225708
83,index,store,06 - Redis + Python,1.1014385223388672
83,index,embed,07 - Document DBs and Mongo,1.4654760360717773
83,index,store,07 - Document DBs and Mongo,2.58236026763916
83,index,embed,08 - PyMongo,0.30777406692504883
83,index,store,08 - PyMongo,0.5461075305938721
83,index,embed,09 - Introduction to Graph Data Model,0.8816778659820557
83,index,store,09 - Introduction to Graph Data Model,1.7677607536315918
83,index,embed,10 - Neo4j,1.020751953125
83,index,store,10 - Neo4j,1.681701898574829
83,index,embed,11 - AWS Intro,0.786970853805542
83,index,store,11 - AWS Intro,1.3307361602783203
83,index,embed,12 - EC2 & Lambda,1.0440647602081299
83,index,store,12 - EC2 & Lambda,1.9385404586791992
83,index,embed,B- Trees Notes,0.21992230415344238
83,index,store,B- Trees Notes,0.26307249069213867
83,index,embed,DS4300 Notes E1,0.2939291000366211
83,index,store,DS4300 Notes E1,0.48009657859802246
83,search,embed,What is the capital of France?,0.024534940719604492
83,search,query,What is the capital of France?,0.04950141906738281
83,search,embed,What does the C stand for in ACID?,0.012794971466064453
83,search,query,What does the C stand for in ACID?,0.047522783279418945
83,search,embed,What type of database is Neo4j?,0.014388322830200195
83,search,query,What type of database is Neo4j?,0.05280280113220215
83,search,embed,Who created MongoDB?,0.012146234512329102
83,search,query,Who created MongoDB?,0.04862475395202637
